SCRIP_CD,Scrip_Name,Status,GROUP,FACE_VALUE,ISIN_NUMBER,INDUSTRY,scrip_id,Segment,NSURL,Issuer_Name,Mktcap
500490,BAJAJ HOLDINGS & INVESTMENT LTD.,Active,A,10.00,INE118A01012,Holding Company,BAJAJHLDNG,Equity,https://www.bseindia.com/stock-share-price/bajaj-holdings--investment-ltd/bajajhldng/500490/,Bajaj Holdings & Investment Limited,75778.64
500493,BHARAT FORGE LTD.,Active,A,2.00,INE465A01025,Castings & Forgings,BHARATFORG,Equity,https://www.bseindia.com/stock-share-price/bharat-forge-ltd/bharatforg/500493/,Bharat Forge Ltd,35296.61
500495,Escorts Kubota Ltd,Active,A,10.00,INE042A01014,Tractors,ESCORTS,Equity,https://www.bseindia.com/stock-share-price/escorts-kubota-ltd/escorts/500495/,Escorts Kubota Limited,27290.59
500500,HINDUSTAN MOTORS LTD.,Active,B,5.00,INE253A01025,Passenger Cars & Utility Vehicles,HINDMOTORS,Equity,https://www.bseindia.com/stock-share-price/hindustan-motors-ltd/hindmotors/500500/,"Hindustan Motors Ltd.,",314.66
500510,LARSEN & TOUBRO LTD.,Active,A,2.00,INE018A01030,Civil Construction,LT,Equity,https://www.bseindia.com/stock-share-price/larsen--toubro-ltd/lt/500510/,Larsen & Toubro Limited,334188.53
500520,MAHINDRA & MAHINDRA LTD.,Active,A,5.00,INE101A01026,Passenger Cars & Utility Vehicles,M&M,Equity,https://www.bseindia.com/stock-share-price/mahindra--mahindra-ltd/mm/500520/,Mahindra & Mahindra Ltd.,150777.87
500530,BOSCH LTD.,Active,A,10.00,INE323A01026,Auto Components & Equipments,BOSCHLTD,Equity,https://www.bseindia.com/stock-share-price/bosch-ltd/boschltd/500530/,Bosch Ltd,57050.43
500547,BHARAT PETROLEUM CORPORATION LTD.,Active,A,10.00,INE029A01011,Refineries & Marketing,BPCL,Equity,https://www.bseindia.com/stock-share-price/bharat-petroleum-corporation-ltd/bpcl/500547/,"Bharat Petroleum Corpn. Ltd.,",79275.34
500550,SIEMENS LTD.,Active,A,2.00,INE003A01024,Heavy Electrical Equipment,SIEMENS,Equity,https://www.bseindia.com/stock-share-price/siemens-ltd/siemens/500550/,"Siemens Ltd.,",129440.81
500570,TATA MOTORS LTD.,Active,A,2.00,INE155A01022,Passenger Cars & Utility Vehicles,TATAMOTORS,Equity,https://www.bseindia.com/stock-share-price/tata-motors-ltd/tatamotors/500570/,Tata Motors Ltd.,158498.36
500575,VOLTAS LTD.,Active,A,1.00,INE226A01021,Household Appliances,VOLTAS,Equity,https://www.bseindia.com/stock-share-price/voltas-ltd/voltas/500575/,"Voltas Ltd.,",26421.15
500620,GREAT EASTERN SHIPPING CO.LTD.,Active,A,10.00,INE017A01032,Shipping,GESHIP,Equity,https://www.bseindia.com/stock-share-price/great-eastern-shipping-coltd/geship/500620/,"Great Eastern Shipping Co. Ltd.,",9639.53
500645,DEEPAK FERTILISERS & PETROCHEMICALS CORPORATION LTD.,Active,A,10.00,INE501A01019,Commodity Chemicals,DEEPAKFERT,Equity,https://www.bseindia.com/stock-share-price/deepak-fertilisers--petrochemicals-corporation-ltd/deepakfert/500645/,Deepak Fertilizers &Petrochemicals,7514.31
500650,EXCEL INDUSTRIES LTD.,Active,B,5.00,INE369A01029,Specialty Chemicals,EXCELINDUS,Equity,https://www.bseindia.com/stock-share-price/excel-industries-ltd/excelindus/500650/,"Excell Industries Ltd.,",1135.26
500655,Garware Hi-Tech Films Ltd,Active,B,10.00,INE291A01017,Plastic Products - Industrial,GRWRHITECH,Equity,https://www.bseindia.com/stock-share-price/garware-hi-tech-films-ltd/grwrhitech/500655/,GARWARE HI-TECH FILMS LIMITED,1350.03
500660,GLAXOSMITHKLINE PHARMACEUTICALS LTD.,Active,A,10.00,INE159A01016,Pharmaceuticals,GLAXO,Equity,https://www.bseindia.com/stock-share-price/glaxosmithkline-pharmaceuticals-ltd/glaxo/500660/,GlaxoSmithkline Pharmaceuticals Ltd.,21157.12
500670,GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LTD.,Active,A,10.00,INE113A01013,Commodity Chemicals,GNFC,Equity,https://www.bseindia.com/stock-share-price/gujarat-narmada-valley-fertilizers--chemicals-ltd/gnfc/500670/,Gujarat Narmada Valley Fert.Co.Ltd,9288.60
500672,NOVARTIS INDIA LTD.,Active,B,5.00,INE234A01025,Pharmaceuticals,NOVARTIND,Equity,https://www.bseindia.com/stock-share-price/novartis-india-ltd/novartind/500672/,Novartis India Limited.,1465.52
500674,Sanofi India Ltd,Active,A,10.00,INE058A01010,Pharmaceuticals,SANOFI,Equity,https://www.bseindia.com/stock-share-price/sanofi-india-ltd/sanofi/500674/,Sanofi India Ltd,12782.11
500680,PFIZER LTD.,Active,A,10.00,INE182A01018,Pharmaceuticals,PFIZER,Equity,https://www.bseindia.com/stock-share-price/pfizer-ltd/pfizer/500680/,"Pfizer Ltd.,",17304.77
500690,GUJARAT STATE FERTILIZERS & CHEMICALS LTD.,Active,A,2.00,INE026A01025,Fertilizers,GSFC,Equity,https://www.bseindia.com/stock-share-price/gujarat-state-fertilizers--chemicals-ltd/gsfc/500690/,Gujarat State Fertilizers & Chem.Ltd,6788.06
500696,HINDUSTAN UNILEVER LTD.,Active,A,1.00,INE030A01027,Diversified FMCG,HINDUNILVR,Equity,https://www.bseindia.com/stock-share-price/hindustan-unilever-ltd/hindunilvr/500696/,"Hindustan Unilever Ltd.,",587632.77
500710,Akzo Nobel India Limited,Active,A,10.00,INE133A01011,Paints,AKZOINDIA,Equity,https://www.bseindia.com/stock-share-price/akzo-nobel-india-limited/akzoindia/500710/,Akzo Nobel India Limited,10969.52
500730,NOCIL LTD.,Active,A,10.00,INE163A01018,Specialty Chemicals,NOCIL,Equity,https://www.bseindia.com/stock-share-price/nocil-ltd/nocil/500730/,NOCIL Ltd,3882.78
500770,TATA CHEMICALS LTD.,Active,A,10.00,INE092A01019,Commodity Chemicals,TATACHEM,Equity,https://www.bseindia.com/stock-share-price/tata-chemicals-ltd/tatachem/500770/,Tata Chemicals Ltd,24442.59
500777,TAMILNADU PETROPRODUCTS LTD.,Active,B,10.00,INE148A01019,Petrochemicals,TNPETRO,Equity,https://www.bseindia.com/stock-share-price/tamilnadu-petroproducts-ltd/tnpetro/500777/,Tamilnadu Petroproducts Ltd,744.42
500780,Zuari Industries Ltd,Active,B,10.00,INE217A01012,Sugar,ZUARIIND,Equity,https://www.bseindia.com/stock-share-price/zuari-industries-ltd/zuariind/500780/,Zuari Industries Limited,374.35
500790,NESTLE INDIA LTD.,Active,A,10.00,INE239A01016,Packaged Foods,NESTLEIND,Equity,https://www.bseindia.com/stock-share-price/nestle-india-ltd/nestleind/500790/,Nestle India Ltd.,212197.97
500800,Tata Consumer Products Ltd,Active,A,1.00,INE192A01025,Tea & Coffee,TATACONSUM,Equity,https://www.bseindia.com/stock-share-price/tata-consumer-products-ltd/tataconsum/500800/,TATA CONSUMER PRODUCTS LIMITED,72105.24
500820,ASIAN PAINTS LTD.,Active,A,1.00,INE021A01026,Paints,ASIANPAINT,Equity,https://www.bseindia.com/stock-share-price/asian-paints-ltd/asianpaint/500820/,Asian Paints Ltd.,288900.78
500825,BRITANNIA INDUSTRIES LTD.,Active,A,1.00,INE216A01030,Packaged Foods,BRITANNIA,Equity,https://www.bseindia.com/stock-share-price/britannia-industries-ltd/britannia/500825/,"Britannia Industries Ltd.,",111375.09
500830,COLGATE-PALMOLIVE (INDIA) LTD.,Active,A,1.00,INE259A01022,Personal Care,COLPAL,Equity,https://www.bseindia.com/stock-share-price/colgate-palmolive-(india)-ltd/colpal/500830/,"Colgate-Palmolive (India) Ltd.,",42648.71
500840,EIH LTD.,Active,A,2.00,INE230A01023,Hotels & Resorts,EIHOTEL,Equity,https://www.bseindia.com/stock-share-price/eih-ltd/eihotel/500840/,EIH Ltd,11594.25
500850,INDIAN HOTELS CO.LTD.,Active,A,1.00,INE053A01029,Hotels & Resorts,INDHOTEL,Equity,https://www.bseindia.com/stock-share-price/indian-hotels-coltd/indhotel/500850/,Indian Hotels Co. Ltd,50935.56
500870,CASTROL INDIA LTD.,Active,A,5.00,INE172A01027,Lubricants,CASTROLIND,Equity,https://www.bseindia.com/stock-share-price/castrol-india-ltd/castrolind/500870/,Castrol India Ltd,11654.28
500875,ITC LTD.,Active,A,1.00,INE154A01025,Diversified FMCG,ITC,Equity,https://www.bseindia.com/stock-share-price/itc-ltd/itc/500875/,ITC Ltd,532975.54
500877,APOLLO TYRES LTD.,Active,A,1.00,INE438A01022,Tyres & Rubber Products,APOLLOTYRE,Equity,https://www.bseindia.com/stock-share-price/apollo-tyres-ltd/apollotyre/500877/,Apollo Tyres Ltd,23416.17
500878,CEAT LTD.,Active,A,10.00,INE482A01020,Tyres & Rubber Products,CEATLTD,Equity,https://www.bseindia.com/stock-share-price/ceat-ltd/ceatltd/500878/,"Ceat Ltd.,",6944.88
500890,MODI RUBBER LTD.,Active,T,10.00,INE832A01018,Tyres & Rubber Products,MODIRUBBER,Equity,https://www.bseindia.com/stock-share-price/modi-rubber-ltd/modirubber/500890/,"Modi Rubber Ltd.,",151.60
500940,FINOLEX INDUSTRIES LTD.,Active,A,2.00,INE183A01024,Plastic Products - Industrial,FINOLEXIND,Equity,https://www.bseindia.com/stock-share-price/finolex-industries-ltd/finolexind/500940/,Finolex Industries Ltd.,10963.83
501110,SUNRISE INDUSTRIAL TRADERS LTD.,Active,XT,10.00,INE371U01015,Other Financial Services,SUNRINV,Equity,https://www.bseindia.com/stock-share-price/sunrise-industrial-traders-ltd/sunrinv/501110/,"Sunrise Industrial Traders Ltd.,",0.36
501111,GOLD ROCK INVESTMENTS LTD.,Active,XT,10.00,INE598F01014,Trading & Distributors,ZGOLDINV,Equity,https://www.bseindia.com/stock-share-price/gold-rock-investments-ltd/zgoldinv/501111/,"Gold Rock Investments Ltd.,",0.87
501144,PEOPLES INVESTMENTS LTD.,Active,XT,10.00,INE644U01015,Diversified Commercial Services,PEOPLIN,Equity,https://www.bseindia.com/stock-share-price/peoples-investments-ltd/peoplin/501144/,"Peoples Investments Ltd.,",0.27
501148,DALAL STREET INVESTMENTS LTD.,Active,XT,10.00,INE422D01012,Investment Company,DSINVEST,Equity,https://www.bseindia.com/stock-share-price/dalal-street-investments-ltd/dsinvest/501148/,"Dalal Street Investments Ltd.,",7.72
501150,CENTRUM CAPITAL LTD.,Active,B,1.00,INE660C01027,Other Financial Services,CENTRUM,Equity,https://www.bseindia.com/stock-share-price/centrum-capital-ltd/centrum/501150/,Centrum Capital Limited,797.12
501151,KARTIK INVESTMENTS TRUST LTD.,Active,XT,10.00,INE524U01019,Other Financial Services,KARTKIN,Equity,https://www.bseindia.com/stock-share-price/kartik-investments-trust-ltd/kartkin/501151/,"Kartik Investments Trust Ltd.,",14.52
501261,KRATOS ENERGY & INFRASTRUCTURE LTD.,Active,XT,10.00,INE567L01017,Consulting Services,KRATOSENER,Equity,https://www.bseindia.com/stock-share-price/kratos-energy--infrastructure-ltd/kratosener/501261/,Kratos Energy & Infrastructure Limited,29.40
501270,Antariksh Industries Ltd,Active,XT,10.00,INE825M01017,Residential- Commercial Projects,ANTARIKSH,Equity,https://www.bseindia.com/stock-share-price/antariksh-industries-ltd/antariksh/501270/,ANTARIKSH INDUSTRIES LIMITED,0.03
501295,INDUSTRIAL INVESTMENT TRUST LTD.,Active,B,10.00,INE886A01014,Non Banking Financial Company (NBFC),IITL,Equity,https://www.bseindia.com/stock-share-price/industrial-investment-trust-ltd/iitl/501295/,"Industrial Investment Trust Ltd.,",186.36
501298,INDUSTRIAL & PRUDENTIAL INVESTMENTS CO.LTD.,Active,X,10.00,INE620D01011,Investment Company,INDPRUD,Equity,https://www.bseindia.com/stock-share-price/industrial--prudential-investments-coltd/indprud/501298/,Industrial & Prudential Inv. Co. Lt,325.95
501301,TATA INVESTMENT CORPORATION LTD.,Active,A,10.00,INE672A01018,Investment Company,TATAINVEST,Equity,https://www.bseindia.com/stock-share-price/tata-investment-corporation-ltd/tatainvest/501301/,"Tata Investment Corporation Ltd.,",11021.93
501311,JAYABHARAT CREDIT LTD.-$,Active,X,10.00,INE998D01011,Non Banking Financial Company (NBFC),JAYBHCR,Equity,https://www.bseindia.com/stock-share-price/jayabharat-credit-ltd/jaybhcr/501311/,"Jayabharat Credit Ltd.,",2.33
501314,Prismx Global Ventures Ltd,Active,XT,1.00,INE286N01028,Trading & Distributors,PRISMX,Equity,https://www.bseindia.com/stock-share-price/prismx-global-ventures-ltd/prismx/501314/,PRISMX GLOBAL VENTURES LIMITED,94.77
501343,MOTOR & GENERAL FINANCE LTD.,Active,T,5.00,INE861B01023,Diversified Commercial Services,MOTOGENFIN,Equity,https://www.bseindia.com/stock-share-price/motor--general-finance-ltd/motogenfin/501343/,Motor & General Finance (M.G.F.) Lt,113.08
501351,RAPID INVESTMENTS LTD.,Active,XT,10.00,INE154M01012,Diversified Commercial Services,RAPIDIN,Equity,https://www.bseindia.com/stock-share-price/rapid-investments-ltd/rapidin/501351/,"Rapid Investments Ltd.,",11.79
501370,WALCHAND PEOPLEFIRST LTD.,Active,X,10.00,INE695D01021,Consulting Services,WALCHPF,Equity,https://www.bseindia.com/stock-share-price/walchand-peoplefirst-ltd/walchpf/501370/,Walchand Peoplefirst Limited,35.70
501386,SWASTIK SAFE DEPOSIT & INVESTMENTS LTD.,Active,XT,10.00,INE094R01019,Other Financial Services,ZSWASTSA,Equity,https://www.bseindia.com/stock-share-price/swastik-safe-deposit--investments-ltd/zswastsa/501386/,Swastik Safe Deposit & Invest. Ltd.,0.12
501391,W.H.BRADY & CO.LTD.,Active,X,10.00,INE855A01019,Other Industrial Products,WHBRADY,Equity,https://www.bseindia.com/stock-share-price/whbrady--coltd/whbrady/501391/,"W.H. Brady & Co. Ltd.,",66.30
501421,TECHNVISION VENTURES LTD.,Active,XT,10.00,INE314H01012,Software Products,TECHNVISN,Equity,https://www.bseindia.com/stock-share-price/technvision-ventures-ltd/technvisn/501421/,TechNVision Ventures Limited,125.50
501423,SHAILY ENGINEERING PLASTICS LTD.,Active,B,10.00,INE151G01010,Plastic Products - Industrial,SHAILY,Equity,https://www.bseindia.com/stock-share-price/shaily-engineering-plastics-ltd/shaily/501423/,Shaily Engineering Plastics Ltd.,1087.93
501425,BOMBAY BURMAH TRADING CORP.LTD.,Active,A,2.00,INE050A01025,Packaged Foods,BBTC,Equity,https://www.bseindia.com/stock-share-price/bombay-burmah-trading-corpltd/bbtc/501425/,"Bombay Burmah Trading Corpn. Ltd.,",6561.00
501430,BOMBAY CYCLE & MOTOR AGENCY LTD.,Active,X,10.00,INE691K01017,Trading & Distributors,BOMBCYC,Equity,https://www.bseindia.com/stock-share-price/bombay-cycle--motor-agency-ltd/bombcyc/501430/,"Bombay Cycle & Motor Agency Ltd.,",28.40
501455,GREAVES COTTON LTD.,Active,A,2.00,INE224A01026,Compressors- Pumps & Diesel Engines,GREAVESCOT,Equity,https://www.bseindia.com/stock-share-price/greaves-cotton-ltd/greavescot/501455/,Greaves Cotton Ltd.,3108.72
501477,MULLER & PHIPPS (INDIA) LTD.,Active,XT,10.00,INE003F01015,Trading & Distributors,MULLER,Equity,https://www.bseindia.com/stock-share-price/muller--phipps-(india)-ltd/muller/501477/,"Muller & Phipps (India) Ltd.,",9.13
501622,AMALGAMATED ELECTRICITY CO.LTD.,Active,XT,5.00,INE492N01022,Diversified Commercial Services,AMALGAM,Equity,https://www.bseindia.com/stock-share-price/amalgamated-electricity-coltd/amalgam/501622/,"Amalgamated Electricity Co. Ltd.,",9.00
501630,Anand Projects Ltd,Active,XT,10.00,INE134R01013,Civil Construction,ANANDPROJ,Equity,https://www.bseindia.com/stock-share-price/anand-projects-ltd/anandproj/501630/,Anand Projects Ltd,1.79
501700,INDIANIVESH LTD.,Active,XT,1.00,INE131H01028,Non Banking Financial Company (NBFC),INDIANVSH,Equity,https://www.bseindia.com/stock-share-price/indianivesh-ltd/indianvsh/501700/,India Nivesh Limited,222.99
501831,COASTAL CORPORATION LTD.,Active,B,10.00,INE377E01016,Seafood,COASTCORP,Equity,https://www.bseindia.com/stock-share-price/coastal-corporation-ltd/coastcorp/501831/,Coastal Corporation Limited,277.87
501833,CHOWGULE STEAMSHIPS LTD.,Active,XT,10.00,INE490A01015,Shipping,CHOWGULSTM,Equity,https://www.bseindia.com/stock-share-price/chowgule-steamships-ltd/chowgulstm/501833/,"Chowgule Steamships Ltd.,",47.75
501848,GLOBAL OFFSHORE SERVICES LTD.-$,Active,XT,10.00,INE446C01013,Shipping,GLOBOFFS,Equity,https://www.bseindia.com/stock-share-price/global-offshore-services-ltd/globoffs/501848/,Global Offshore Services Ltd,81.31
502015,ASI Industries Ltd,Active,X,1.00,INE443A01030,Industrial Minerals,ASIIL,Equity,https://www.bseindia.com/stock-share-price/asi-industries-ltd/asiil/502015/,ASI INDUSTRIES LIMITED,102.51
502090,SAGAR CEMENTS LTD.-$,Active,B,2.00,INE229C01021,Cement & Cement Products,SAGCEM,Equity,https://www.bseindia.com/stock-share-price/sagar-cements-ltd/sagcem/502090/,Sagar Cements Ltd,2506.97
502133,HEMADRI CEMENTS LTD.,Active,XT,10.00,INE07BK01011,Cement & Cement Products,HEMACEM,Equity,https://www.bseindia.com/stock-share-price/hemadri-cements-ltd/hemacem/502133/,Hemadri Cements Limited,7.76
502137,DECCAN CEMENTS LTD.-$,Active,B,5.00,INE583C01021,Cement & Cement Products,DECCANCE,Equity,https://www.bseindia.com/stock-share-price/deccan-cements-ltd/deccance/502137/,"Deccan Cements Ltd.,",642.17
502157,MANGALAM CEMENT LTD.,Active,B,10.00,INE347A01017,Cement & Cement Products,MANGLMCEM,Equity,https://www.bseindia.com/stock-share-price/mangalam-cement-ltd/manglmcem/502157/,"Mangalam Cement Ltd.,",807.05
502168,NCL INDUSTRIES LTD.-$,Active,B,10.00,INE732C01016,Cement & Cement Products,NCLIND,Equity,https://www.bseindia.com/stock-share-price/ncl-industries-ltd/nclind/502168/,"NCL Industries Limited,",856.03
502175,SAURASHTRA CEMENT LTD.,Active,X,10.00,INE626A01014,Cement & Cement Products,SAURASHCEM,Equity,https://www.bseindia.com/stock-share-price/saurashtra-cement-ltd/saurashcem/502175/,Saurashtra Cement Limited,422.13
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Active,B,10.00,INE232A01011,Cement & Cement Products,SHREDIGCEM,Equity,https://www.bseindia.com/stock-share-price/shree-digvijay-cement-coltd/shredigcem/502180/,"Shree Digvijay Cement Co. Ltd.,",1082.34
502219,Borosil Renewables Ltd,Active,A,1.00,INE666D01022,Glass - Industrial,BORORENEW,Equity,https://www.bseindia.com/stock-share-price/borosil-renewables-ltd/bororenew/502219/,BOROSIL RENEWABLES LIMITED,6720.00
502250,Lerthai Finance Ltd,Active,XT,10.00,INE347D01011,Other Construction Materials,LERTHAI,Equity,https://www.bseindia.com/stock-share-price/lerthai-finance-ltd/lerthai/502250/,LERTHAI FINANCE LIMITED,27.30
502281,TRIVENI GLASS LTD.-$,Active,XT,10.00,INE094C01011,Other Construction Materials,TRIVENIGQ,Equity,https://www.bseindia.com/stock-share-price/triveni-glass-ltd/trivenigq/502281/,"Triveni Glass Ltd.,",25.50
502294,NILACHAL REFRACTORIES LTD.,Active,X,10.00,INE416N01013,Electrodes & Refractories,NILACHAL,Equity,https://www.bseindia.com/stock-share-price/nilachal-refractories-ltd/nilachal/502294/,Nilachal Refractories Ltd.,71.37
502330,Andhra Paper Ltd,Active,B,10.00,INE435A01028,Paper & Paper Products,ANDHRAPAP,Equity,https://www.bseindia.com/stock-share-price/andhra-paper-ltd/andhrapap/502330/,ANDHRA PAPER LIMITED,1828.83
502355,BALKRISHNA INDUSTRIES LTD.-$,Active,A,2.00,INE787D01026,Tyres & Rubber Products,BALKRISIND,Equity,https://www.bseindia.com/stock-share-price/balkrishna-industries-ltd/balkrisind/502355/,"Balkrishna Industries Ltd.,",41412.41
502420,ORIENT PAPER & INDUSTRIES LTD.,Active,B,1.00,INE592A01026,Paper & Paper Products,ORIENTPPR,Equity,https://www.bseindia.com/stock-share-price/orient-paper--industries-ltd/orientppr/502420/,Orient Paper & Industries Ltd.,911.55
502445,CITADEL REALTY AND DEVELOPERS LTD.,Active,X,10.00,INE906D01014,Residential- Commercial Projects,CITADEL,Equity,https://www.bseindia.com/stock-share-price/citadel-realty-and-developers-ltd/citadel/502445/,Citadel Realty And Developers Limited,16.49
502448,ROLLATAINERS LTD.,Active,B,1.00,INE927A01040,Packaging,ROLLT,Equity,https://www.bseindia.com/stock-share-price/rollatainers-ltd/rollt/502448/,"Rollatainters Ltd.,",27.01
502450,SESHASAYEE PAPER & BOARDS LTD.,Active,B,2.00,INE630A01024,Paper & Paper Products,SESHAPAPER,Equity,https://www.bseindia.com/stock-share-price/seshasayee-paper--boards-ltd/seshapaper/502450/,"Seshasayee Paper & Boards Ltd.,",1788.93
502563,SHREE BHAWANI PAPER MILLS LTD.,Active,Z,10.00,INE688C01010,Paper & Paper Products,SHBHAWPA,Equity,https://www.bseindia.com/stock-share-price/shree-bhawani-paper-mills-ltd/shbhawpa/502563/,"Shree Bhawani Paper Mills Ltd.,",6.62
502587,Nath Industries Ltd,Active,X,10.00,INE777A01023,Paper & Paper Products,NATHIND,Equity,https://www.bseindia.com/stock-share-price/nath-industries-ltd/nathind/502587/,NATH INDUSTRIES LIMITED,108.13
502589,VAPI PAPER MILLS LTD.,Active,XT,10.00,INE464D01014,Paper & Paper Products,VAPIPPR,Equity,https://www.bseindia.com/stock-share-price/vapi-paper-mills-ltd/vapippr/502589/,"Vapi Paper Mills Ltd.,",17.11
502820,DCM LTD.,Active,B,10.00,INE498A01018,IT Enabled Services,DCM,Equity,https://www.bseindia.com/stock-share-price/dcm-ltd/dcm/502820/,"DCM Ltd.,",122.21
502850,GAEKWAR MILLS LTD.,Active,XT,10.00,INE837X01027,Other Textile Products,ZGAEKWAR,Equity,https://www.bseindia.com/stock-share-price/gaekwar-mills-ltd/zgaekwar/502850/,"Gaekwar Mills Ltd.,",2.51
502865,FORBES & COMPANY LTD.-$,Active,X,10.00,INE518A01013,Household Appliances,FORBESCO,Equity,https://www.bseindia.com/stock-share-price/forbes--company-ltd/forbesco/502865/,Forbes & Company Ltd,776.88
502873,H.P.COTTON TEXTILE MILLS LTD.,Active,X,10.00,INE950C01014,Other Textile Products,HPCOTTON,Equity,https://www.bseindia.com/stock-share-price/hpcotton-textile-mills-ltd/hpcotton/502873/,"H.P. Cotton Textile Mills Ltd.,",36.24
502893,UNITED INTERACTIVE LTD.,Active,X,10.00,INE706D01018,IT Enabled Services,UNITEDINT,Equity,https://www.bseindia.com/stock-share-price/united-interactive-ltd/unitedint/502893/,United Interactive Limited,9.65
502901,Jamshri Realty Ltd-$,Active,X,1000.00,INE462D01026,Residential- Commercial Projects,JAMSHRI,Equity,https://www.bseindia.com/stock-share-price/jamshri-realty-ltd/jamshri/502901/,JAMSHRI REALTY LIMITED,25.88
502933,KATARE SPINNING MILLS LTD.,Active,X,10.00,INE498G01015,Other Textile Products,KATRSPG,Equity,https://www.bseindia.com/stock-share-price/katare-spinning-mills-ltd/katrspg/502933/,"Katare Spinning Mills Ltd.,",72.05
502937,KESORAM INDUSTRIES LTD.,Active,B,10.00,INE087A01019,Cement & Cement Products,KESORAMIND,Equity,https://www.bseindia.com/stock-share-price/kesoram-industries-ltd/kesoramind/502937/,Kesoram Industries Ltd,2020.66
502958,LAKSHMI MILLS COMPANY LTD.-$,Active,X,100.00,INE938C01019,Other Textile Products,LAKSHMIMIL,Equity,https://www.bseindia.com/stock-share-price/lakshmi-mills-company-ltd/lakshmimil/502958/,Lakshmi Mills Company ltd,250.17
502986,VARDHMAN TEXTILES LTD.,Active,A,2.00,INE825A01020,Other Textile Products,VTL,Equity,https://www.bseindia.com/stock-share-price/vardhman-textiles-ltd/vtl/502986/,Vardhman Textiles Limted,9187.11
503031,PENINSULA LAND LTD.,Active,B,2.00,INE138A01028,Residential- Commercial Projects,PENINLAND,Equity,https://www.bseindia.com/stock-share-price/peninsula-land-ltd/peninland/503031/,Peninsula Land Limited,515.41
503092,PASUPATI SPG.& WVG.MILLS LTD.,Active,X,10.00,INE909B01020,Other Textile Products,PASUSPG,Equity,https://www.bseindia.com/stock-share-price/pasupati-spg-wvgmills-ltd/pasuspg/503092/,"Pasupati Spg. & Wvg. Mills Ltd.,",15.97
503100,The Phoenix Mills Ltd,Active,A,2.00,INE211B01039,Residential- Commercial Projects,PHOENIXLTD,Equity,https://www.bseindia.com/stock-share-price/the-phoenix-mills-ltd/phoenixltd/503100/,"The Phoenix Mills Ltd.,",25900.67
503101,MARATHON NEXTGEN REALTY LTD.,Active,B,5.00,INE182D01020,Residential- Commercial Projects,MARATHON,Equity,https://www.bseindia.com/stock-share-price/marathon-nextgen-realty-ltd/marathon/503101/,Marathon Nextgen Realty Ltd,1322.78
503127,RAJA BAHADUR INTERNATIONAL LTD.,Active,XT,100.00,INE491N01016,Residential- Commercial Projects,RAJABAH,Equity,https://www.bseindia.com/stock-share-price/raja-bahadur-international-ltd/rajabah/503127/,Raja Bahadur International Ltd,96.53
503162,RELIANCE CHEMOTEX INDUSTRIES LTD.-$,Active,B,10.00,INE750D01016,Other Textile Products,RELCHEMQ,Equity,https://www.bseindia.com/stock-share-price/reliance-chemotex-industries-ltd/relchemq/503162/,"Reliance Chemotex Industries Ltd.,",131.07
503169,RUBY MILLS LTD.,Active,B,5.00,INE301D01026,Other Textile Products,RUBYMILLS,Equity,https://www.bseindia.com/stock-share-price/ruby-mills-ltd/rubymills/503169/,"Ruby Mills Ltd.,",625.16
503229,SIMPLEX REALTY LTD.,Active,X,10.00,INE167H01014,Residential- Commercial Projects,SIMPLXREA,Equity,https://www.bseindia.com/stock-share-price/simplex-realty-ltd/simplxrea/503229/,Simplex Realty Limited,20.72
503310,SWAN ENERGY LTD.,Active,A,1.00,INE665A01038,Residential- Commercial Projects,SWANENERGY,Equity,https://www.bseindia.com/stock-share-price/swan-energy-ltd/swanenergy/503310/,Swan Energy Ltd.,6257.47
503349,VICTORIA MILLS LTD.,Active,X,100.00,INE203D01016,Residential- Commercial Projects,VICTMILL,Equity,https://www.bseindia.com/stock-share-price/victoria-mills-ltd/victmill/503349/,"Victoria Mills Ltd.,",23.00
503622,S.V.TRADING & AGENCIES LTD.,Active,XT,10.00,INE404N01019,Other Financial Services,ZSVTRADI,Equity,https://www.bseindia.com/stock-share-price/svtrading--agencies-ltd/zsvtradi/503622/,"S.V. Trading & Agencies Ltd.,",12.57
503624,SVARAJ TRADING & AGENCIES LTD.,Active,X,10.00,INE406N01014,Other Financial Services,ZSVARAJT,Equity,https://www.bseindia.com/stock-share-price/svaraj-trading--agencies-ltd/zsvarajt/503624/,"Svaraj Trading & Agencies Ltd.,",9.31
503635,SHREE SALASAR INVESTMENT LTD.,Active,XT,10.00,INE315N01017,Other Financial Services,SALSAIN,Equity,https://www.bseindia.com/stock-share-price/shree-salasar-investment-ltd/salsain/503635/,"Shree Salasar Investment Ltd.,",7.81
503639,INDSOYA LTD.,Active,XT,5.00,INE314N01028,Diversified Commercial Services,INDSOYA,Equity,https://www.bseindia.com/stock-share-price/indsoya-ltd/indsoya/503639/,Indsoya Limited,0.38
503641,Zodiac Ventures Limited,Active,X,1.00,INE945J01027,Consulting Services,ZODIACVEN,Equity,https://www.bseindia.com/stock-share-price/zodiac-ventures-limited/zodiacven/503641/,Zodiac Ventures Limited,83.72
