SCRIP_CD,Scrip_Name,Status,GROUP,FACE_VALUE,ISIN_NUMBER,INDUSTRY,scrip_id,Segment,NSURL,Issuer_Name,Mktcap
500002,ABB India Limited,Active,A,2.00,INE117A01022,Heavy Electrical Equipment,ABB,Equity,https://www.bseindia.com/stock-share-price/abb-india-limited/abb/500002/,ABB India Limited,78806.61
500003,AEGIS LOGISTICS LTD.,Active,A,1.00,INE208C01025,Trading - Gas,AEGISLOG,Equity,https://www.bseindia.com/stock-share-price/aegis-logistics-ltd/aegislog/500003/,Aegis Logistics Ltd.,13845.20
500008,AMARA RAJA BATTERIES LTD.,Active,A,1.00,INE885A01032,Auto Components & Equipments,AMARAJABAT,Equity,https://www.bseindia.com/stock-share-price/amara-raja-batteries-ltd/amarajabat/500008/,Amara Raja Batteries Ltd,10431.52
500009,AMBALAL SARABHAI ENTERPRISES LTD.,Active,X,10.00,INE432A01017,Pharmaceuticals,AMBALALSA,Equity,https://www.bseindia.com/stock-share-price/ambalal-sarabhai-enterprises-ltd/ambalalsa/500009/,"Ambalal Sarabhai Enterprise Ltd.,",168.82
500010,HOUSING DEVELOPMENT FINANCE CORP.LTD.,Active,A,2.00,INE001A01036,Housing Finance Company,HDFC,Equity,https://www.bseindia.com/stock-share-price/housing-development-finance-corpltd/hdfc/500010/,Housing Development Finance Corp.Lt,495541.41
500012,ANDHRA PETROCHEMICALS LTD.,Active,X,10.00,INE714B01016,Commodity Chemicals,ANDHRAPET,Equity,https://www.bseindia.com/stock-share-price/andhra-petrochemicals-ltd/andhrapet/500012/,"Andhra Petrochemicals Ltd.,",539.06
500013,ANSAL PROPERTIES & INFRASTRUCTURE LTD.,Active,T,5.00,INE436A01026,Residential- Commercial Projects,ANSALAPI,Equity,https://www.bseindia.com/stock-share-price/ansal-properties--infrastructure-ltd/ansalapi/500013/,Ansal Properties & Infrastructure Ltd.,174.24
500014,Utique Enterprises Ltd,Active,X,10.00,INE096A01010,Precious Metals,UTIQUE,Equity,https://www.bseindia.com/stock-share-price/utique-enterprises-ltd/utique/500014/,UTIQUE ENTERPRISES LIMITED,27.89
500016,ARUNA HOTELS LTD.,Active,XT,10.00,INE957C01019,Hotels & Resorts,ARUNAHTEL,Equity,https://www.bseindia.com/stock-share-price/aruna-hotels-ltd/arunahtel/500016/,Aruna Hotels Ltd.,64.31
500020,BOMBAY DYEING & MFG.CO.LTD.,Active,B,2.00,INE032A01023,Other Textile Products,BOMDYEING,Equity,https://www.bseindia.com/stock-share-price/bombay-dyeing--mfgcoltd/bomdyeing/500020/,"Bombay Dyeing & Mfg. Co. Ltd.,",1682.23
500023,Asian Hotels (North) Limited,Active,T,10.00,INE363A01022,Hotels & Resorts,ASIANHOTNR,Equity,https://www.bseindia.com/stock-share-price/asian-hotels-(north)-limited/asianhotnr/500023/,Asian Hotels (North) Limited,304.54
500027,ATUL LTD.,Active,A,10.00,INE100A01010,Specialty Chemicals,ATUL,Equity,https://www.bseindia.com/stock-share-price/atul-ltd/atul/500027/,"Atul Limited.,",19891.82
500028,ATV PROJECTS INDIA LTD.,Active,XT,10.00,INE447A01015,Industrial Products,ATVPR,Equity,https://www.bseindia.com/stock-share-price/atv-projects-india-ltd/atvpr/500028/,ATV Projects India Ltd,41.43
500031,BAJAJ ELECTRICALS LTD.-$,Active,A,2.00,INE193E01025,Household Appliances,BAJAJELEC,Equity,https://www.bseindia.com/stock-share-price/bajaj-electricals-ltd/bajajelec/500031/,"Bajaj Electricals Ltd.,",13334.39
500032,Bajaj Hindusthan Sugar Limited,Active,A,1.00,INE306A01021,Sugar,BAJAJHIND,Equity,https://www.bseindia.com/stock-share-price/bajaj-hindusthan-sugar-limited/bajajhind/500032/,Bajaj Hindusthan Sugar Limited,1849.62
500033,FORCE MOTORS LTD.-$,Active,B,10.00,INE451A01017,Passenger Cars & Utility Vehicles,FORCEMOT,Equity,https://www.bseindia.com/stock-share-price/force-motors-ltd/forcemot/500033/,Force Motors Limited,1700.01
500034,Bajaj Finance Limited,Active,A,2.00,INE296A01024,Non Banking Financial Company (NBFC),BAJFINANCE,Equity,https://www.bseindia.com/stock-share-price/bajaj-finance-limited/bajfinance/500034/,Bajaj Finance Limited,386764.29
500038,BALRAMPUR CHINI MILLS LTD.,Active,A,1.00,INE119A01028,Sugar,BALRAMCHIN*,Equity,https://www.bseindia.com/stock-share-price/balrampur-chini-mills-ltd/balramchin/500038/,Balrampur Chini Mills Ltd.,8466.64
500039,BANCO PRODUCTS (INDIA) LTD.-$,Active,B,2.00,INE213C01025,Auto Components & Equipments,BANCOINDIA,Equity,https://www.bseindia.com/stock-share-price/banco-products-(india)-ltd/bancoindia/500039/,"Banco Products (India) Ltd.,",1804.42
500040,CENTURY TEXTILES & INDUSTRIES LTD.,Active,A,10.00,INE055A01016,Paper & Paper Products,CENTURYTEX,Equity,https://www.bseindia.com/stock-share-price/century-textiles--industries-ltd/centurytex/500040/,"Century Textiles & Industries Ltd.,",8031.48
500041,BANNARI AMMAN SUGARS LTD.,Active,B,10.00,INE459A01010,Sugar,BANARISUG,Equity,https://www.bseindia.com/stock-share-price/bannari-amman-sugars-ltd/banarisug/500041/,"Bannari Amman Sugars Ltd.,",3542.72
500042,BASF INDIA LTD.,Active,A,10.00,INE373A01013,Specialty Chemicals,BASF,Equity,https://www.bseindia.com/stock-share-price/basf-india-ltd/basf/500042/,BASF India Ltd,10495.47
500043,BATA INDIA LTD.,Active,A,5.00,INE176A01028,Footwear,BATAINDIA,Equity,https://www.bseindia.com/stock-share-price/bata-india-ltd/bataindia/500043/,Bata India Limited,18988.66
500048,BEML LTD.,Active,A,10.00,INE258A01016,Construction Vehicles,BEML,Equity,https://www.bseindia.com/stock-share-price/beml-ltd/beml/500048/,BEML Ltd,5707.17
500049,BHARAT ELECTRONICS LTD.,Active,A,1.00,INE263A01024,Aerospace & Defense,BEL,Equity,https://www.bseindia.com/stock-share-price/bharat-electronics-ltd/bel/500049/,"Bharat Electronics Ltd.,",77629.85
500052,BHANSALI ENGINEERING POLYMERS LTD.-$,Active,A,1.00,INE922A01025,Specialty Chemicals,BEPL,Equity,https://www.bseindia.com/stock-share-price/bhansali-engineering-polymers-ltd/bepl/500052/,"Bhansali Engineering Polymers Ltd.,",1887.18
500058,BIHAR SPONGE IRON LTD.,Active,XT,10.00,INE819C01011,Sponge Iron,BIHSPONG,Equity,https://www.bseindia.com/stock-share-price/bihar-sponge-iron-ltd/bihspong/500058/,Bihar Sponge Iron Ltd,80.37
500059,BINANI INDUSTRIES LTD.,Active,B,10.00,INE071A01013,Print Media,BINANIIND,Equity,https://www.bseindia.com/stock-share-price/binani-industries-ltd/binaniind/500059/,Binani Industries Limited,68.82
500060,Birla Cable Ltd,Active,B,10.00,INE800A01015,Telecom -  Equipment & Accessories,BIRLACABLE,Equity,https://www.bseindia.com/stock-share-price/birla-cable-ltd/birlacable/500060/,Birla Cable Limited,472.20
500067,BLUE STAR LTD.,Active,A,2.00,INE472A01039,Household Appliances,BLUESTARCO,Equity,https://www.bseindia.com/stock-share-price/blue-star-ltd/bluestarco/500067/,Blue Star Ltd,13837.90
500068,DISA INDIA LTD.,Active,B,10.00,INE131C01011,Industrial Products,DISAQ,Equity,https://www.bseindia.com/stock-share-price/disa-india-ltd/disaq/500068/,Disa India Ltd.,1164.10
500069,Quest Capital Markets Ltd,Active,X,10.00,INE418C01012,Other Capital Market related Services,QUESTCAP,Equity,https://www.bseindia.com/stock-share-price/quest-capital-markets-ltd/questcap/500069/,QUEST CAPITAL MARKETS LIMITED,239.80
500074,BPL LTD.,Active,B,10.00,INE110A01019,Consumer Electronics,BPL,Equity,https://www.bseindia.com/stock-share-price/bpl-ltd/bpl/500074/,"BPL Ltd.,",301.54
500078,Oriental Aromatics Ltd-$,Active,B,5.00,INE959C01023,Specialty Chemicals,OAL,Equity,https://www.bseindia.com/stock-share-price/oriental-aromatics-ltd/oal/500078/,ORIENTAL AROMATICS LIMITED,1302.56
500083,CENTURY EXTRUSIONS LTD.,Active,B,1.00,INE281A01026,Aluminium- Copper & Zinc Products,CENTEXT,Equity,https://www.bseindia.com/stock-share-price/century-extrusions-ltd/centext/500083/,"Century Extrusions Ltd.,",82.24
500084,CESC LTD.,Active,A,1.00,INE486A01021,Integrated Power Utilities,CESC,Equity,https://www.bseindia.com/stock-share-price/cesc-ltd/cesc/500084/,"CESC Limited,",8575.60
500085,CHAMBAL FERTILISERS & CHEMICALS LTD.,Active,A,10.00,INE085A01013,Fertilizers,CHAMBLFERT,Equity,https://www.bseindia.com/stock-share-price/chambal-fertilisers--chemicals-ltd/chamblfert/500085/,Chambal Fertilisers & Chemicals Ltd,12489.48
500086,EXIDE INDUSTRIES LTD.,Active,A,1.00,INE302A01020,Auto Components & Equipments,EXIDEIND,Equity,https://www.bseindia.com/stock-share-price/exide-industries-ltd/exideind/500086/,"Exide Industries Ltd.,",15907.75
500087,CIPLA LTD.,Active,A,2.00,INE059A01026,Pharmaceuticals,CIPLA,Equity,https://www.bseindia.com/stock-share-price/cipla-ltd/cipla/500087/,"Cipla Ltd.,",74621.07
500089,DIC INDIA LTD.,Active,B,10.00,INE303A01010,Printing Inks,DICIND,Equity,https://www.bseindia.com/stock-share-price/dic-india-ltd/dicind/500089/,DIC India Ltd,396.62
500092,CRISIL LTD.,Active,A,1.00,INE007A01025,Other Financial Services,CRISIL,Equity,https://www.bseindia.com/stock-share-price/crisil-ltd/crisil/500092/,CRISIL Ltd.,25590.91
500093,CG Power and Industrial Solutions Ltd,Active,A,2.00,INE067A01029,Heavy Electrical Equipment,CGPOWER,Equity,https://www.bseindia.com/stock-share-price/cg-power-and-industrial-solutions-ltd/cgpower/500093/,CG Power and Industrial Solutions Limited,46630.96
500096,DABUR INDIA LTD.,Active,A,1.00,INE016A01026,Personal Care,DABUR,Equity,https://www.bseindia.com/stock-share-price/dabur-india-ltd/dabur/500096/,Dabur India Ltd.,89509.49
500097,Dalmia Bharat Sugar and Industries Ltd,Active,A,2.00,INE495A01022,Sugar,DALMIASUG,Equity,https://www.bseindia.com/stock-share-price/dalmia-bharat-sugar-and-industries-ltd/dalmiasug/500097/,Dalmia Bharat Sugar and Industries Ltd,3027.53
500101,ARVIND LTD.,Active,A,10.00,INE034A01011,Garments & Apparels,ARVIND,Equity,https://www.bseindia.com/stock-share-price/arvind-ltd/arvind/500101/,"Arvind Ltd.,",2871.24
500102,BALLARPUR INDUSTRIES LTD.,Active,Z,2.00,INE294A01037,Paper & Paper Products,BALLARPUR,Equity,https://www.bseindia.com/stock-share-price/ballarpur-industries-ltd/ballarpur/500102/,"Ballarpur Industries Ltd.,",91.84
500103,BHARAT HEAVY ELECTRICALS LTD.,Active,A,2.00,INE257A01026,Heavy Electrical Equipment,BHEL,Equity,https://www.bseindia.com/stock-share-price/bharat-heavy-electricals-ltd/bhel/500103/,"Bharat Heavy Electricals Ltd.,",28107.22
500104,HINDUSTAN PETROLEUM CORPORATION LTD.,Active,A,10.00,INE094A01015,Refineries & Marketing,HINDPETRO,Equity,https://www.bseindia.com/stock-share-price/hindustan-petroleum-corporation-ltd/hindpetro/500104/,Hindustan Petroleum Corporation Ltd,36016.94
500106,IFCI LTD.,Active,A,10.00,INE039A01010,Financial Institution,IFCI,Equity,https://www.bseindia.com/stock-share-price/ifci-ltd/ifci/500106/,IFCI Ltd.,2668.05
500108,MAHANAGAR TELEPHONE NIGAM LTD.,Active,B,10.00,INE153A01019,Telecom - Cellular & Fixed line services,MTNL,Equity,https://www.bseindia.com/stock-share-price/mahanagar-telephone-nigam-ltd/mtnl/500108/,Mahanagar Telephone Nigam Ltd.,1263.78
500109,MANGALORE REFINERY & PETROCHEMICALS LTD.,Active,A,10.00,INE103A01014,Refineries & Marketing,MRPL,Equity,https://www.bseindia.com/stock-share-price/mangalore-refinery--petrochemicals-ltd/mrpl/500109/,Mangalore Refinery & Petrochemicals,10701.37
500110,CHENNAI PETROLEUM CORPORATION LTD.,Active,A,10.00,INE178A01016,Refineries & Marketing,CHENNPETRO,Equity,https://www.bseindia.com/stock-share-price/chennai-petroleum-corporation-ltd/chennpetro/500110/,Chennai Petroleum Corporation Ltd.,4558.18
500111,RELIANCE CAPITAL LTD.,Active,T,10.00,INE013A01015,Investment Company,RELCAPITAL,Equity,https://www.bseindia.com/stock-share-price/reliance-capital-ltd/relcapital/500111/,Reliance Capital Limited,235.02
500112,STATE BANK OF INDIA,Active,A,1.00,INE062A01020,Public Sector Bank,SBIN,Equity,https://www.bseindia.com/stock-share-price/state-bank-of-india/sbin/500112/,"State Bank Of India,",514370.01
500113,STEEL AUTHORITY OF INDIA LTD.,Active,A,10.00,INE114A01011,Iron & Steel,SAIL,Equity,https://www.bseindia.com/stock-share-price/steel-authority-of-india-ltd/sail/500113/,"Steel Authority of India Ltd.,",34155.86
500114,Titan Company Limited,Active,A,1.00,INE280A01028,Gems- Jewellery And Watches,TITAN,Equity,https://www.bseindia.com/stock-share-price/titan-company-limited/titan/500114/,Titan Company Limited,242805.08
500116,IDBI BANK LTD.,Active,A,10.00,INE008A01015,Private Sector Bank,IDBI,Equity,https://www.bseindia.com/stock-share-price/idbi-bank-ltd/idbi/500116/,IDBI Bank Ltd,57009.24
500117,DCW LTD.,Active,B,2.00,INE500A01029,Petrochemicals,DCW,Equity,https://www.bseindia.com/stock-share-price/dcw-ltd/dcw/500117/,"DCW Ltd.,",1408.18
500119,DHAMPUR SUGAR MILLS LTD.,Active,A,10.00,INE041A01016,Sugar,DHAMPURSUG,Equity,https://www.bseindia.com/stock-share-price/dhampur-sugar-mills-ltd/dhampursug/500119/,"Dhampur Sugar Mills Ltd.,",1701.51
500120,DIAMINES & CHEMICALS LTD.-$,Active,X,10.00,INE591D01014,Specialty Chemicals,DIAMINESQ,Equity,https://www.bseindia.com/stock-share-price/diamines--chemicals-ltd/diaminesq/500120/,"Diamines & Chemicals Ltd.,",513.08
500123,ELANTAS BECK INDIA LTD.-$,Active,B,10.00,INE280B01018,Specialty Chemicals,ELANTAS,Equity,https://www.bseindia.com/stock-share-price/elantas-beck-india-ltd/elantas/500123/,Elantas Beck India Ltd,4715.19
500124,DR.REDDY'S LABORATORIES LTD.,Active,A,5.00,INE089A01023,Pharmaceuticals,DRREDDY,Equity,https://www.bseindia.com/stock-share-price/drreddys-laboratories-ltd/drreddy/500124/,"Dr. Reddy's Laboratories Ltd.,",82209.14
500125,E.I.D.-PARRY (INDIA) LTD.,Active,A,1.00,INE126A01031,Fertilizers,EIDPARRY,Equity,https://www.bseindia.com/stock-share-price/eid-parry-(india)-ltd/eidparry/500125/,"E.I.D. Parry (India) Ltd.,",9189.20
500126,Procter & Gamble Health Ltd,Active,A,10.00,INE199A01012,Pharmaceuticals,PGHL,Equity,https://www.bseindia.com/stock-share-price/procter--gamble-health-ltd/pghl/500126/,PROCTER & GAMBLE HEALTH LIMITED,7886.53
500128,ELECTROSTEEL CASTINGS LTD.,Active,B,1.00,INE086A01029,Iron & Steel Products,ELECTCAST,Equity,https://www.bseindia.com/stock-share-price/electrosteel-castings-ltd/electcast/500128/,"Electrosteel Castings Ltd.,",2379.02
500133,ESAB INDIA LTD.,Active,A,10.00,INE284A01012,Other Industrial Products,ESABINDIA,Equity,https://www.bseindia.com/stock-share-price/esab-india-ltd/esabindia/500133/,Esab India Ltd.,5295.89
500135,EPL Ltd,Active,A,2.00,INE255A01020,Packaging,EPL,Equity,https://www.bseindia.com/stock-share-price/epl-ltd/epl/500135/,EPL LIMITED,5547.99
500136,ESTER INDUSTRIES LTD.,Active,B,5.00,INE778B01029,Packaging,ESTER,Equity,https://www.bseindia.com/stock-share-price/ester-industries-ltd/ester/500136/,"Ester Industries Ltd.,",985.30
500142,FGP LTD.,Active,X,10.00,INE512A01016,Non Banking Financial Company (NBFC),FGP,Equity,https://www.bseindia.com/stock-share-price/fgp-ltd/fgp/500142/,FGP Ltd,6.96
500143,PH CAPITAL LTD.,Active,X,10.00,INE160F01013,Investment Company,PHCAP,Equity,https://www.bseindia.com/stock-share-price/ph-capital-ltd/phcap/500143/,P.H. Capital Ltd.,20.05
500144,FINOLEX CABLES LTD.,Active,A,2.00,INE235A01022,Cables - Electricals,FINCABLES,Equity,https://www.bseindia.com/stock-share-price/finolex-cables-ltd/fincables/500144/,"Finolex Cables Ltd.,",13772.95
500147,John Cockerill India Ltd-$,Active,X,10.00,INE515A01019,Industrial Products,COCKERILL,Equity,https://www.bseindia.com/stock-share-price/john-cockerill-india-ltd/cockerill/500147/,JOHN COCKERILL INDIA LIMITED,830.12
500148,UFLEX LTD.,Active,A,10.00,INE516A01017,Packaging,UFLEX,Equity,https://www.bseindia.com/stock-share-price/uflex-ltd/uflex/500148/,Uflex Limited,2993.17
500150,FOSECO INDIA LTD.,Active,B,10.00,INE519A01011,Specialty Chemicals,FOSECOIND,Equity,https://www.bseindia.com/stock-share-price/foseco-india-ltd/fosecoind/500150/,Foseco India Ltd,1609.48
500153,GANESH BENZOPLAST LTD.,Active,B,1.00,INE388A01029,Oil Storage & Transportation,GANESHBE,Equity,https://www.bseindia.com/stock-share-price/ganesh-benzoplast-ltd/ganeshbe/500153/,"Ganesh Benzoplast Ltd.,",1056.31
500159,Metroglobal Limited,Active,X,10.00,INE085D01033,Trading & Distributors,METROGLOBL,Equity,https://www.bseindia.com/stock-share-price/metroglobal-limited/metroglobl/500159/,Metroglobal Limited,105.52
500160,GTL LTD.,Active,B,10.00,INE043A01012,Other Telecom Services,GTL,Equity,https://www.bseindia.com/stock-share-price/gtl-ltd/gtl/500160/,GTL Ltd,86.51
500163,GODFREY PHILLIPS INDIA LTD.,Active,A,2.00,INE260B01028,Cigarettes & Tobacco Products,GODFRYPHLP,Equity,https://www.bseindia.com/stock-share-price/godfrey-phillips-india-ltd/godfryphlp/500163/,"Godfrey Phillips India Ltd.,",8745.64
500164,GODREJ INDUSTRIES LTD.,Active,A,1.00,INE233A01035,Diversified,GODREJIND,Equity,https://www.bseindia.com/stock-share-price/godrej-industries-ltd/godrejind/500164/,Godrej Industries Ltd.,14938.32
500165,KANSAI NEROLAC PAINTS LTD.,Active,A,1.00,INE531A01024,Paints,KANSAINER,Equity,https://www.bseindia.com/stock-share-price/kansai-nerolac-paints-ltd/kansainer/500165/,Kansai Nerolac Paints,21268.47
500166,GOODRICKE GROUP LTD.,Active,X,10.00,INE300A01016,Tea & Coffee,GOODRICKE,Equity,https://www.bseindia.com/stock-share-price/goodricke-group-ltd/goodricke/500166/,"Goodricke Group Ltd.,",404.68
500168,GOODYEAR INDIA LTD.,Active,B,10.00,INE533A01012,Tyres & Rubber Products,GOODYEAR,Equity,https://www.bseindia.com/stock-share-price/goodyear-india-ltd/goodyear/500168/,"Goodyear India Ltd.,",2773.86
500170,GTN INDUSTRIES LTD.,Active,X,10.00,INE537A01013,Other Textile Products,GTNINDS,Equity,https://www.bseindia.com/stock-share-price/gtn-industries-ltd/gtninds/500170/,GTN Industries Limited,61.04
500171,GHCL LTD.,Active,A,10.00,INE539A01019,Commodity Chemicals,GHCL,Equity,https://www.bseindia.com/stock-share-price/ghcl-ltd/ghcl/500171/,GHCL Ltd.,4688.00
500173,GFL Ltd,Active,B,1.00,INE538A01037,Holding Company,GFLLIMITED,Equity,https://www.bseindia.com/stock-share-price/gfl-ltd/gfllimited/500173/,GFL LIMITED,635.04
500174,GUJARAT LEASE FINANCING LTD.,Active,B,10.00,INE540A01017,Other Financial Services,GLFL,Equity,https://www.bseindia.com/stock-share-price/gujarat-lease-financing-ltd/glfl/500174/,"Gujarat Lease Financing Limited,",7.79
500179,HCL INFOSYSTEMS LTD.,Active,B,2.00,INE236A01020,Computers Hardware & Equipments,HCL-INSYS,Equity,https://www.bseindia.com/stock-share-price/hcl-infosystems-ltd/hcl-insys/500179/,HCL Infosystems Ltd,438.84
500180,HDFC Bank Ltd,Active,A,1.00,INE040A01034,Private Sector Bank,HDFCBANK,Equity,https://www.bseindia.com/stock-share-price/hdfc-bank-ltd/hdfcbank/500180/,HDFC Bank Ltd.,907505.07
500182,HERO MOTOCORP LTD.,Active,A,2.00,INE158A01026,2/3 Wheelers,HEROMOTOCO,Equity,https://www.bseindia.com/stock-share-price/hero-motocorp-ltd/heromotoco/500182/,Hero MotoCorp Limited,50860.21
500183,HFCL Ltd,Active,A,1.00,INE548A01028,Telecom - Infrastructure,HFCL,Equity,https://www.bseindia.com/stock-share-price/hfcl-ltd/hfcl/500183/,HFCL LIMITED,9168.98
500184,Himadri Speciality Chemical Ltd,Active,A,1.00,INE019C01026,Specialty Chemicals,HSCL,Equity,https://www.bseindia.com/stock-share-price/himadri-speciality-chemical-ltd/hscl/500184/,Himadri Speciality Chemical Ltd.,4937.19
500185,HINDUSTAN CONSTRUCTION CO.LTD.,Active,A,1.00,INE549A01026,Civil Construction,HCC,Equity,https://www.bseindia.com/stock-share-price/hindustan-construction-coltd/hcc/500185/,"Hindustan Construction Co. Ltd.,",2479.85
500186,HINDUSTAN OIL EXPLORATION CO.LTD.,Active,A,10.00,INE345A01011,Oil Exploration & Production,HINDOILEXP,Equity,https://www.bseindia.com/stock-share-price/hindustan-oil-exploration-coltd/hindoilexp/500186/,Hindustan Oil Exploration Co. Ltd.,2168.79
500187,Agi Greenpac Ltd,Active,A,2.00,INE415A01038,Packaging,AGI,Equity,https://www.bseindia.com/stock-share-price/agi-greenpac-ltd/agi/500187/,AGI GREENPAC LIMITED,3208.34
500188,HINDUSTAN ZINC LTD.,Active,A,2.00,INE267A01025,Zinc,HINDZINC,Equity,https://www.bseindia.com/stock-share-price/hindustan-zinc-ltd/hindzinc/500188/,"Hindustan Zinc Ltd.,",131618.69
500189,Nxtdigital Ltd,Active,B,10.00,INE353A01023,TV Broadcasting & Software Production,NXTDIGITAL,Equity,https://www.bseindia.com/stock-share-price/nxtdigital-ltd/nxtdigital/500189/,NXTDIGITAL LIMITED,397.33
500191,HMT LTD.,Active,Z,10.00,INE262A01018,Industrial Products,HMT,Equity,https://www.bseindia.com/stock-share-price/hmt-ltd/hmt/500191/,HMT Limited,1230.80
500192,PRAG BOSIMI SYNTHETICS LTD.,Active,XT,10.00,INE962B01011,Other Textile Products,PRAGBOS,Equity,https://www.bseindia.com/stock-share-price/prag-bosimi-synthetics-ltd/pragbos/500192/,Prag Bosimi Synthetics Ltd.,19.27
500193,HLV Ltd,Active,B,2.00,INE102A01024,Hotels & Resorts,HLVLTD,Equity,https://www.bseindia.com/stock-share-price/hlv-ltd/hlvltd/500193/,HLV LIMITED,744.30
500199,I G PETROCHEMICALS LTD.,Active,B,10.00,INE204A01010,Commodity Chemicals,IGPL,Equity,https://www.bseindia.com/stock-share-price/i-g-petrochemicals-ltd/igpl/500199/,IG Petrochemicals Ltd,1484.00
500201,INDIA GLYCOLS LTD.,Active,A,10.00,INE560A01015,Commodity Chemicals,INDIAGLYCO,Equity,https://www.bseindia.com/stock-share-price/india-glycols-ltd/indiaglyco/500201/,India Glycols Ltd,1684.15
500202,INDIA LEASE DEVELOPMENT LTD.,Active,X,10.00,INE333C01013,Non Banking Financial Company (NBFC),INDLEASE,Equity,https://www.bseindia.com/stock-share-price/india-lease-development-ltd/indlease/500202/,"India Lease Devl. Ltd.,",8.60
500206,Margo Finance Limited,Active,X,10.00,INE680B01019,Non Banking Financial Company (NBFC),MARGOFIN,Equity,https://www.bseindia.com/stock-share-price/margo-finance-limited/margofin/500206/,Margo Finance Limited,13.30
500207,INDO RAMA SYNTHETICS (INDIA) LTD.,Active,B,10.00,INE156A01020,Other Textile Products,INDORAMA,Equity,https://www.bseindia.com/stock-share-price/indo-rama-synthetics-(india)-ltd/indorama/500207/,"Indo Rama Synthetics (India) Ltd.,",1187.02
500209,INFOSYS LTD.,Active,A,5.00,INE009A01021,Computers - Software & Consulting,INFY,Equity,https://www.bseindia.com/stock-share-price/infosys-ltd/infy/500209/,Infosys Ltd,522358.84
500210,INGERSOLL-RAND (INDIA) LTD.,Active,A,10.00,INE177A01018,Compressors- Pumps & Diesel Engines,INGERRAND,Equity,https://www.bseindia.com/stock-share-price/ingersoll-rand-(india)-ltd/ingerrand/500210/,Ingersoll-Rand (India) Ltd.,8335.21
500213,INTERNATIONAL TRAVEL HOUSE LTD.-$,Active,X,10.00,INE262B01016,Tour- Travel Related Services,ITHL,Equity,https://www.bseindia.com/stock-share-price/international-travel-house-ltd/ithl/500213/,International Travel House Ltd,257.58
500214,ION EXCHANGE (INDIA) LTD.-$,Active,A,10.00,INE570A01014,Civil Construction,IONEXCHANG,Equity,https://www.bseindia.com/stock-share-price/ion-exchange-(india)-ltd/ionexchang/500214/,Ion Exchange (India) Ltd,5309.18
500215,AGRO TECH FOODS LTD.,Active,B,10.00,INE209A01019,Edible Oil,ATFL,Equity,https://www.bseindia.com/stock-share-price/agro-tech-foods-ltd/atfl/500215/,Agro Tech Foods Ltd,1919.08
500219,JAIN IRRIGATION SYSTEMS LTD.,Active,A,2.00,INE175A01038,Plastic Products - Industrial,JISLJALEQS,Equity,https://www.bseindia.com/stock-share-price/jain-irrigation-systems-ltd/jisljaleqs/500219/,"Jain Irrigation Systems Ltd.,",2437.32
500220,JASCH INDUSTRIES LTD.,Active,X,10.00,INE711C01010,Other Textile Products,JASCH,Equity,https://www.bseindia.com/stock-share-price/jasch-industries-ltd/jasch/500220/,Jasch Industries Ltd.,196.80
500223,JCT LTD.,Active,XT,2.50,INE945A01026,Other Textile Products,JCTLTD,Equity,https://www.bseindia.com/stock-share-price/jct-ltd/jctltd/500223/,JCT Ltd,201.45
500227,JINDAL POLY FILMS LTD.,Active,A,10.00,INE197D01010,Packaging,JINDALPOLY,Equity,https://www.bseindia.com/stock-share-price/jindal-poly-films-ltd/jindalpoly/500227/,Jindal Poly Films Ltd.,2692.43
500228,JSW STEEL LTD.,Active,A,1.00,INE019A01038,Iron & Steel,JSWSTEEL,Equity,https://www.bseindia.com/stock-share-price/jsw-steel-ltd/jswsteel/500228/,JSW Steel Limited,177399.81
500231,UMANG DAIRIES LTD.,Active,B,5.00,INE864B01027,Dairy Products,UMANGDAIR,Equity,https://www.bseindia.com/stock-share-price/umang-dairies-ltd/umangdair/500231/,Umang Dairies Limited,130.08
500233,KAJARIA CERAMICS LTD.,Active,A,1.00,INE217B01036,Ceramics,KAJARIACER,Equity,https://www.bseindia.com/stock-share-price/kajaria-ceramics-ltd/kajariacer/500233/,Kajaria Ceramics Ltd,18385.79
500234,KAKATIYA CEMENT SUGAR & INDUSTRIES LTD.,Active,B,10.00,INE437B01014,Cement & Cement Products,KAKATCEM,Equity,https://www.bseindia.com/stock-share-price/kakatiya-cement-sugar--industries-ltd/kakatcem/500234/,Kakatiya Cement Sugar & Industries Ltd.,159.64
500235,KALYANI STEELS LTD.,Active,B,5.00,INE907A01026,Iron & Steel Products,KSL,Equity,https://www.bseindia.com/stock-share-price/kalyani-steels-ltd/ksl/500235/,Kalyani Steels Ltd,1486.39
500236,Kanel Industries Limited,Active,XT,10.00,INE252C01015,Trading & Distributors,KANELIND,Equity,https://www.bseindia.com/stock-share-price/kanel-industries-limited/kanelind/500236/,Kanel Industries Limited,3.06
500238,WHIRLPOOL OF INDIA LTD.,Active,A,10.00,INE716A01013,Household Appliances,WHIRLPOOL,Equity,https://www.bseindia.com/stock-share-price/whirlpool-of-india-ltd/whirlpool/500238/,Whirlpool of India Ltd,16840.97
500239,KG DENIM LTD.,Active,XT,10.00,INE104A01012,Other Textile Products,KGDENIM,Equity,https://www.bseindia.com/stock-share-price/kg-denim-ltd/kgdenim/500239/,K.G.Denim Ltd,72.81
